Idx, Offset, ROM,    Length, T, Inflated
8A9, 24B1C0, 24FEA0, 0003C2, 2, 001000
8AA, 24B588, 250268, 0001BA, 2, 001000
8AB, 24B748, 250428, 000930, 1, 001000
8AC, 24C078, 250D58, 000538, 1, 000800
8AD, 24C5B0, 251290, 0001C8, 1, 000400
8AE, 24C778, 251458, 000860, 1, 000C80
8AF, 24CFD8, 251CB8, 00085A, 1, 000C80
8B0, 24D838, 252518, 000862, 1, 000C80
8B1, 24E0A0, 252D80, 00086C, 1, 000C80
8B2, 24E910, 2535F0, 000866, 1, 000C80
8B3, 24F178, 253E58, 000882, 1, 000C80
8B4, 24FA00, 2546E0, 00086E, 1, 000C80
8B5, 250270, 254F50, 000896, 1, 000C80
8B6, 250B08, 2557E8, 000880, 1, 000C80
8B7, 251388, 256068, 00089E, 1, 000C80
8B8, 251C28, 256908, 000868, 1, 000C80
8B9, 252490, 257170, 000872, 1, 000C80
8BA, 252D08, 2579E8, 000890, 1, 000C80
8BB, 253598, 258278, 0008AA, 1, 000C80
8BC, 253E48, 258B28, 0008A2, 1, 000C80
8BD, 2546F0, 2593D0, 000896, 1, 000C80
8BE, 254F88, 259C68, 0008AC, 1, 000C80
8BF, 255838, 25A518, 0008A2, 1, 001000
8C0, 2560E0, 25ADC0, 0004B2, 1, 000800
8C1, 256598, 25B278, 00040E, 1, 000800
8C2, 2569A8, 25B688, 000174, 1, 000200
8C3, 256B20, 25B800, 00009C, 1, 000100
8C4, 256BC0, 25B8A0, 000662, 1, 001000
8C5, 257228, 25BF08, 000450, 1, 001000
8C6, 257678, 25C358, 0001A4, 1, 000800
8C7, 257820, 25C500, 0003B0, 1, 000800
8C8, 257BD0, 25C8B0, 000668, 1, 001000
8C9, 258238, 25CF18, 00024A, 1, 000400
8CA, 258488, 25D168, 0004DA, 1, 000800
8CB, 258968, 25D648, 000436, 1, 000800
8CC, 258DA0, 25DA80, 000706, 1, 001000
8CD, 2594A8, 25E188, 000B04, 1, 001000
8CE, 259FB0, 25EC90, 00069E, 1, 001000
8CF, 25A650, 25F330, 0005CC, 1, 001000
8D0, 25AC20, 25F900, 0001CE, 1, 000800
8D1, 25ADF0, 25FAD0, 000090, 1, 000100
8D2, 25AE80, 25FB60, 000396, 1, 000400
8D3, 25B218, 25FEF8, 000272, 1, 000400
8D4, 25B490, 260170, 0005D2, 1, 001000
8D5, 25BA68, 260748, 000626, 1, 000800
8D6, 25C090, 260D70, 00009A, 1, 000100
8D7, 25C130, 260E10, 000454, 5, 001000
8D8, 25C588, 261268, 0003E2, 1, 000800
8D9, 25C970, 261650, 0000B4, 2, 001000
8DA, 25CA28, 261708, 000162, 1, 000200
8DB, 25CB90, 261870, 00010C, 2, 001000
8DC, 25CCA0, 261980, 00016C, 2, 001000
8DD, 25CE10, 261AF0, 0001A0, 2, 001000
8DE, 25CFB0, 261C90, 0001A8, 2, 001000
8DF, 25D158, 261E38, 000144, 2, 001000
8E0, 25D2A0, 261F80, 00010A, 2, 001000
8E1, 25D3B0, 262090, 0009FC, 1, 000C80
8E2, 25DDB0, 262A90, 000A08, 1, 000C80
8E3, 25E7B8, 263498, 0009F4, 1, 000C80
8E4, 25F1B0, 263E90, 0009F8, 1, 000C80
8E5, 25FBA8, 264888, 000A26, 1, 000C80
8E6, 2605D0, 2652B0, 000A20, 1, 000C80
8E7, 260FF0, 265CD0, 0009F4, 1, 000C80
8E8, 2619E8, 2666C8, 0009D4, 1, 000C80
8E9, 2623C0, 2670A0, 0009DC, 1, 000C80
8EA, 262DA0, 267A80, 000A04, 1, 000C80
8EB, 2637A8, 268488, 0009D6, 1, 000C80
8EC, 264180, 268E60, 0009C0, 1, 000C80
8ED, 264B40, 269820, 0009A0, 1, 000C80
8EE, 2654E0, 26A1C0, 0009A0, 1, 000C80
8EF, 265E80, 26AB60, 0009B2, 1, 000C80
8F0, 266838, 26B518, 0009CE, 1, 000C80
8F1, 267208, 26BEE8, 0009E2, 1, 000C80
8F2, 267BF0, 26C8D0, 0009A6, 1, 000C80
8F3, 268598, 26D278, 0009A0, 1, 000C80
8F4, 268F38, 26DC18, 0009D0, 1, 000C80
8F5, 269908, 26E5E8, 00017A, 1, 000400
8F6, 269A88, 26E768, 0001C2, 1, 000400
8F7, 269C50, 26E930, 00054A, 1, 000800
8F8, 26A1A0, 26EE80, 0002EA, 1, 000800
8F9, 26A490, 26F170, 0002A4, 1, 000400
8FA, 26A738, 26F418, 0009EE, 1, 001000
8FB, 26B128, 26FE08, 0000B8, 1, 000200
8FC, 26B1E0, 26FEC0, 000238, 1, 000400
8FD, 26B418, 2700F8, 000344, 1, 000800
8FE, 26B760, 270440, 0003BC, 1, 000800
8FF, 26BB20, 270800, 000E10, 1, 001000
900, 26C930, 271610, 0003CE, 1, 000800
901, 26CD00, 2719E0, 0004AA, 1, 000800
902, 26D1B0, 271E90, 000316, 5, 001000
903, 26D4C8, 2721A8, 00076C, 1, 001000
904, 26DC38, 272918, 00037E, 5, 001000
905, 26DFB8, 272C98, 0001B8, 5, 001000
906, 26E170, 272E50, 000A04, 1, 001000
907, 26EB78, 273858, 0003DC, 1, 001000
908, 26EF58, 273C38, 000566, 1, 001000
909, 26F4C0, 2741A0, 0001B0, 1, 001000
90A, 26F670, 274350, 000362, 1, 001000
90B, 26F9D8, 2746B8, 000464, 1, 001000
90C, 26FE40, 274B20, 00034C, 1, 001000
90D, 270190, 274E70, 000352, 1, 001000
90E, 2704E8, 2751C8, 00035E, 1, 001000
90F, 270848, 275528, 00057A, 1, 001000
910, 270DC8, 275AA8, 000614, 1, 001000
911, 2713E0, 2760C0, 0003E8, 1, 001000
912, 2717C8, 2764A8, 0003C4, 1, 001000
913, 271B90, 276870, 00046E, 5, 001000
914, 272000, 276CE0, 0002FC, 5, 001000
915, 272300, 276FE0, 000322, 1, 001000
916, 272628, 277308, 00048A, 1, 001000
917, 272AB8, 277798, 000866, 1, 001000
918, 273320, 278000, 00051A, 1, 001000
919, 273840, 278520, 000370, 1, 001000
91A, 273BB0, 278890, 0003B4, 1, 001000
91B, 273F68, 278C48, 00033A, 1, 000800
91C, 2742A8, 278F88, 000312, 1, 000800
91D, 2745C0, 2792A0, 00032E, 1, 000800
91E, 2748F0, 2795D0, 00022E, 1, 001000
91F, 274B20, 279800, 000256, 1, 000800
920, 274D78, 279A58, 0002C0, 1, 000800
921, 275038, 279D18, 00035C, 5, 001000
922, 275398, 27A078, 0001B2, 5, 001000
923, 275550, 27A230, 000476, 5, 001000
924, 2759C8, 27A6A8, 0002E4, 5, 001000
925, 275CB0, 27A990, 000322, 5, 001000
926, 275FD8, 27ACB8, 0003AC, 1, 000800
927, 276388, 27B068, 00035A, 1, 000800
928, 2766E8, 27B3C8, 000348, 1, 000800
929, 276A30, 27B710, 00034E, 1, 000800
92A, 276D80, 27BA60, 000360, 1, 000800
92B, 2770E0, 27BDC0, 000222, 1, 000800
92C, 277308, 27BFE8, 000224, 1, 000800
92D, 277530, 27C210, 000234, 1, 000800
92E, 277768, 27C448, 0002FA, 1, 000800
92F, 277A68, 27C748, 000392, 1, 000800
930, 277E00, 27CAE0, 0001FA, 2, 001000
931, 278000, 27CCE0, 000206, 2, 001000
932, 278208, 27CEE8, 000290, 2, 001000
933, 278498, 27D178, 0002D2, 2, 001000
934, 278770, 27D450, 0002E4, 2, 001000
935, 278A58, 27D738, 0001C4, 2, 001000
936, 278C20, 27D900, 00022E, 2, 001000
937, 278E50, 27DB30, 0003F4, 2, 001000
938, 279248, 27DF28, 000578, 1, 001000
939, 2797C0, 27E4A0, 00055A, 1, 001000
93A, 279D20, 27EA00, 000584, 1, 001000
93B, 27A2A8, 27EF88, 00059A, 1, 001000
93C, 27A848, 27F528, 0005B4, 1, 001000
93D, 27AE00, 27FAE0, 0003F8, 1, 001000
93E, 27B1F8, 27FED8, 0003C4, 1, 001000
93F, 27B5C0, 2802A0, 0002E4, 1, 001000
940, 27B8A8, 280588, 00037E, 1, 001000
941, 27BC28, 280908, 000552, 1, 001000
942, 27C180, 280E60, 00047A, 1, 001000
943, 27C600, 2812E0, 000488, 1, 001000
944, 27CA88, 281768, 000422, 1, 001000
945, 27CEB0, 281B90, 000100, 0, 000100
946, 27CFB0, 281C90, 000124, 5, 001000
947, 27D0D8, 281DB8, 0001F4, 5, 001000
948, 27D2D0, 281FB0, 00021C, 5, 001000
949, 27D4F0, 2821D0, 00013E, 5, 001000
94A, 27D630, 282310, 0001F6, 5, 001000
94B, 27D828, 282508, 0002AC, 5, 001000
94C, 27DAD8, 2827B8, 0002DA, 5, 001000
94D, 27DDB8, 282A98, 000250, 5, 001000
94E, 27E008, 282CE8, 00027E, 5, 001000
94F, 27E288, 282F68, 000320, 5, 001000
950, 27E5A8, 283288, 000372, 5, 001000
951, 27E920, 283600, 0002F6, 5, 001000
952, 27EC18, 2838F8, 0001BE, 5, 001000
953, 27EDD8, 283AB8, 000470, 5, 001000
954, 27F248, 283F28, 0002EE, 5, 001000
955, 27F538, 284218, 000314, 5, 001000
956, 27F850, 284530, 0001CA, 5, 001000
957, 27FA20, 284700, 00049A, 5, 001000
958, 27FEC0, 284BA0, 00031C, 5, 001000
959, 2801E0, 284EC0, 0002DA, 5, 001000
95A, 2804C0, 2851A0, 0001CA, 5, 001000
95B, 280690, 285370, 000498, 5, 001000
95C, 280B28, 285808, 00030E, 1, 001000
95D, 280E38, 285B18, 00009E, 1, 001000
95E, 280ED8, 285BB8, 0001B6, 1, 001000
95F, 281090, 285D70, 000264, 1, 001000
960, 2812F8, 285FD8, 0000C6, 1, 001000
961, 2813C0, 2860A0, 000164, 1, 001000
962, 281528, 286208, 0002D8, 1, 001000
963, 281800, 2864E0, 000096, 1, 001000
964, 281898, 286578, 00016A, 1, 001000
965, 281A08, 2866E8, 00020E, 1, 001000
966, 281C18, 2868F8, 00047E, 1, 000800
967, 282098, 286D78, 000D34, 1, 001000
968, 282DD0, 287AB0, 000258, 1, 000400
969, 283028, 287D08, 0007C0, 1, 001000
96A, 2837E8, 2884C8, 0008BA, 1, 001000
96B, 2840A8, 288D88, 000A86, 1, 001000
96C, 284B30, 289810, 00051E, 1, 000800
96D, 285050, 289D30, 00041C, 1, 000800
96E, 285470, 28A150, 00047E, 1, 000800
96F, 2858F0, 28A5D0, 0006FE, 1, 001000
970, 285FF0, 28ACD0, 0003C6, 1, 000800
971, 2863B8, 28B098, 0004BC, 1, 000800
972, 286878, 28B558, 0005A0, 1, 000800
973, 286E18, 28BAF8, 0002CC, 1, 000400
974, 2870E8, 28BDC8, 00024C, 1, 000400
975, 287338, 28C018, 0004C4, 1, 000800
976, 287800, 28C4E0, 000402, 1, 000800
977, 287C08, 28C8E8, 0003F8, 1, 000800
978, 288000, 28CCE0, 000414, 1, 000800
979, 288418, 28D0F8, 00061C, 1, 001000
97A, 288A38, 28D718, 0004C4, 1, 000800
97B, 288F00, 28DBE0, 00016C, 1, 000200
97C, 289070, 28DD50, 0004A2, 1, 000800
97D, 289518, 28E1F8, 000356, 5, 001000
97E, 289870, 28E550, 00074A, 1, 001000
97F, 289FC0, 28ECA0, 0002D0, 5, 001000
980, 28A290, 28EF70, 000990, 1, 001000
981, 28AC20, 28F900, 000406, 1, 000800
982, 28B028, 28FD08, 00042C, 1, 000800
983, 28B458, 290138, 000AC4, 1, 001000
984, 28BF20, 290C00, 000192, 1, 001000
985, 28C0B8, 290D98, 0004BC, 1, 001000
986, 28C578, 291258, 000614, 1, 001000
987, 28CB90, 291870, 000ACE, 1, 001000
988, 28D660, 292340, 000718, 1, 001000
989, 28DD78, 292A58, 0005E0, 2, 001000
98A, 28E358, 293038, 0005F8, 2, 001000
98B, 28E950, 293630, 00043C, 2, 001000
98C, 28ED90, 293A70, 0001DA, 1, 000AA0
98D, 28EF70, 293C50, 00073C, 1, 001000
98E, 28F6B0, 294390, 0006E6, 1, 001000
98F, 28FD98, 294A78, 000622, 1, 001000
990, 2903C0, 2950A0, 0005FC, 1, 001000
991, 2909C0, 2956A0, 00069E, 1, 001000
992, 291060, 295D40, 000962, 1, 001000
993, 2919C8, 2966A8, 000546, 1, 001000
994, 291F10, 296BF0, 000170, 1, 000800
995, 292080, 296D60, 0000AC, 1, 000200
996, 292130, 296E10, 0003D0, 1, 000800
997, 292500, 2971E0, 000146, 1, 000200
998, 292648, 297328, 0002E0, 1, 000800
999, 292928, 297608, 000522, 1, 000800
99A, 292E50, 297B30, 0003C8, 1, 000800
99B, 293218, 297EF8, 0005A8, 1, 000800
99C, 2937C0, 2984A0, 0008D0, 1, 001000
99D, 294090, 298D70, 0006DC, 1, 001000
9A1, 294770, 299450, 0002CA, 1, 001000
9A2, 294A40, 299720, 00049A, 1, 000800
9A3, 294EE0, 299BC0, 0006EA, 1, 001000
9A4, 2955D0, 29A2B0, 00020C, 1, 000800
9A5, 2957E0, 29A4C0, 000530, 1, 000800
9A6, 295D10, 29A9F0, 000168, 1, 000200
9A7, 295E78, 29AB58, 00024E, 1, 000400
9A8, 2960C8, 29ADA8, 0008CA, 1, 001000
9A9, 296998, 29B678, 0005F0, 1, 000800
9AA, 296F88, 29BC68, 0007C2, 1, 001000
9AB, 297750, 29C430, 000786, 1, 001000
9AC, 297ED8, 29CBB8, 000B10, 1, 001000
9AD, 2989E8, 29D6C8, 0006F2, 1, 000A00
9AE, 2990E0, 29DDC0, 0009A8, 1, 001000
9AF, 299A88, 29E768, 000810, 1, 001000
9B0, 29A298, 29EF78, 0009C6, 1, 001000
9B1, 29AC60, 29F940, 000A68, 1, 001000
9B2, 29B6C8, 2A03A8, 000714, 1, 001000
9B3, 29BDE0, 2A0AC0, 0006F0, 1, 001000
9B4, 29C4D0, 2A11B0, 000928, 1, 001000
9B5, 29CDF8, 2A1AD8, 000476, 1, 000800
9B6, 29D270, 2A1F50, 000874, 1, 001000
9B7, 29DAE8, 2A27C8, 0008D4, 1, 001000
9B8, 29E3C0, 2A30A0, 000C60, 1, 001000
9B9, 29F020, 2A3D00, 000264, 1, 000800
9BA, 29F288, 2A3F68, 00026A, 1, 000800
9BB, 29F4F8, 2A41D8, 000B66, 1, 001000
9BC, 2A0060, 2A4D40, 000336, 1, 000800
9BD, 2A0398, 2A5078, 000692, 1, 001000
9BE, 2A0A30, 2A5710, 000790, 1, 001000
9BF, 2A11C0, 2A5EA0, 00072E, 1, 001000
9C0, 2A18F0, 2A65D0, 000B8E, 1, 001000
9C1, 2A2480, 2A7160, 00030C, 1, 000400
9C2, 2A2790, 2A7470, 00043A, 1, 001000
9C3, 2A2BD0, 2A78B0, 000224, 1, 000400
9C4, 2A2DF8, 2A7AD8, 00026E, 1, 000400
9C5, 2A3068, 2A7D48, 0003C8, 1, 000800
9C6, 2A3430, 2A8110, 0004EE, 1, 001000
9C7, 2A3920, 2A8600, 000038, 1, 000200
9C8, 2A3958, 2A8638, 0003A4, 2, 001000
9C9, 2A3D00, 2A89E0, 0005A4, 1, 000800
9CA, 2A42A8, 2A8F88, 0009B2, 1, 001000
9CB, 2A4C60, 2A9940, 000406, 1, 000800
9CC, 2A5068, 2A9D48, 00077C, 1, 000800
9CD, 2A57E8, 2AA4C8, 000508, 1, 000800
9CE, 2A5CF0, 2AA9D0, 000624, 1, 000800
9CF, 2A6318, 2AAFF8, 0001CA, 5, 001000
9D0, 2A64E8, 2AB1C8, 000486, 5, 001000
9D1, 2A6970, 2AB650, 000366, 5, 001000
9D2, 2A6CD8, 2AB9B8, 000290, 5, 001000
9D3, 2A6F68, 2ABC48, 0001BE, 5, 001000
9D4, 2A7128, 2ABE08, 00045E, 5, 001000
9D5, 2A7588, 2AC268, 0004DA, 1, 001000
9D6, 2A7A68, 2AC748, 0003CC, 1, 001000
9D7, 2A7E38, 2ACB18, 00046E, 1, 001000
9D8, 2A82A8, 2ACF88, 0003E8, 1, 001000
9D9, 2A8690, 2AD370, 000386, 1, 001000
9DA, 2A8A18, 2AD6F8, 0003A6, 1, 001000
9DB, 2A8DC0, 2ADAA0, 000256, 1, 001000
9DC, 2A9018, 2ADCF8, 0002B6, 1, 001000
9DD, 2A92D0, 2ADFB0, 000254, 1, 001000
9DE, 2A9528, 2AE208, 00029C, 1, 001000
9DF, 2A97C8, 2AE4A8, 00037E, 1, 001000
9E0, 2A9B48, 2AE828, 0003D4, 1, 001000
9E1, 2A9F20, 2AEC00, 00033C, 1, 001000
9E2, 2AA260, 2AEF40, 00034A, 1, 001000
9E3, 2AA5B0, 2AF290, 00028C, 1, 001000
9E4, 2AA840, 2AF520, 0002A4, 1, 001000
9E5, 2AAAE8, 2AF7C8, 000100, 0, 000100
9E6, 2AABE8, 2AF8C8, 0001FC, 5, 001000
9E7, 2AADE8, 2AFAC8, 00022A, 5, 001000
9E8, 2AB018, 2AFCF8, 00021A, 5, 001000
9E9, 2AB238, 2AFF18, 0001E6, 5, 001000
9EA, 2AB420, 2B0100, 00036E, 5, 001000
9EB, 2AB790, 2B0470, 000254, 5, 001000
9EC, 2AB9E8, 2B06C8, 000194, 5, 001000
9ED, 2ABB80, 2B0860, 000458, 5, 001000
9EE, 2ABFD8, 2B0CB8, 00017A, 1, 000200
9EF, 2AC158, 2B0E38, 000272, 1, 000800
9F0, 2AC3D0, 2B10B0, 000452, 1, 001000
9F1, 2AC828, 2B1508, 00048A, 1, 001000
9F2, 2ACCB8, 2B1998, 0008B4, 1, 001000
9F3, 2AD570, 2B2250, 000364, 5, 001000
9F4, 2AD8D8, 2B25B8, 00021A, 5, 001000
9F5, 2ADAF8, 2B27D8, 000170, 5, 001000
9F6, 2ADC68, 2B2948, 00044C, 5, 001000
9F7, 2AE0B8, 2B2D98, 000360, 5, 001000
9F8, 2AE418, 2B30F8, 0001EA, 5, 001000
9F9, 2AE608, 2B32E8, 000784, 1, 001000
9FA, 2AED90, 2B3A70, 000682, 1, 001000
9FB, 2AF418, 2B40F8, 00067E, 1, 000F80
9FC, 2AFA98, 2B4778, 0005FC, 1, 001000
9FD, 2B0098, 2B4D78, 00066C, 1, 001000
9FE, 2B0708, 2B53E8, 0005AE, 1, 001000
9FF, 2B0CB8, 2B5998, 000562, 1, 001000
A00, 2B1220, 2B5F00, 00026E, 1, 000400
A01, 2B1490, 2B6170, 000C2A, 1, 001000
A02, 2B20C0, 2B6DA0, 000A72, 1, 001000
A03, 2B2B38, 2B7818, 000368, 1, 000400
A04, 2B2EA0, 2B7B80, 0003F0, 1, 000800
A05, 2B3290, 2B7F70, 00014A, 5, 001000
A06, 2B33E0, 2B80C0, 000440, 5, 001000
A07, 2B3820, 2B8500, 000380, 5, 001000
A08, 2B3BA0, 2B8880, 000988, 1, 001000
A09, 2B4528, 2B9208, 00058A, 1, 001000
A0A, 2B4AB8, 2B9798, 000776, 1, 001000
A0B, 2B5230, 2B9F10, 000192, 5, 001000
A0C, 2B53C8, 2BA0A8, 00011E, 5, 001000
A0D, 2B54E8, 2BA1C8, 0003F8, 5, 001000
A0E, 2B58E0, 2BA5C0, 00035A, 5, 001000
A0F, 2B5C40, 2BA920, 000158, 5, 001000
A10, 2B5D98, 2BAA78, 0000FC, 5, 001000
A11, 2B5E98, 2BAB78, 0003DA, 5, 001000
A12, 2B6278, 2BAF58, 00031C, 5, 001000
A13, 2B6598, 2BB278, 000140, 5, 001000
A14, 2B66D8, 2BB3B8, 0000CC, 5, 001000
A15, 2B67A8, 2BB488, 00036C, 5, 001000
A16, 2B6B18, 2BB7F8, 0002AE, 5, 001000
A17, 2B6DC8, 2BBAA8, 000122, 5, 001000
A18, 2B6EF0, 2BBBD0, 00002A, 1, 000200
A19, 2B6F20, 2BBC00, 0000B0, 5, 001000
A1A, 2B6FD0, 2BBCB0, 00030E, 5, 001000
A1B, 2B72E0, 2BBFC0, 00018A, 1, 000800
A1C, 2B7470, 2BC150, 0001BE, 1, 000800
A1D, 2B7630, 2BC310, 0002D2, 1, 000800
A1E, 2B7908, 2BC5E8, 0009F4, 1, 001000
A1F, 2B8300, 2BCFE0, 0007FE, 1, 001000
A20, 2B8B00, 2BD7E0, 000AD2, 1, 001000
A21, 2B95D8, 2BE2B8, 000B6E, 1, 001000
A22, 2BA148, 2BEE28, 000A1A, 1, 001000
A23, 2BAB68, 2BF848, 00023C, 5, 001000
A24, 2BADA8, 2BFA88, 0000DC, 5, 001000
A25, 2BAE88, 2BFB68, 000180, 1, 000200
A26, 2BB008, 2BFCE8, 000182, 1, 000400
A27, 2BB190, 2BFE70, 000186, 1, 000200
A28, 2BB318, 2BFFF8, 0000D4, 1, 000200
A29, 2BB3F0, 2C00D0, 0000C2, 1, 000200
A2A, 2BB4B8, 2C0198, 00011E, 1, 000400
A2B, 2BB5D8, 2C02B8, 000272, 1, 000550
A2C, 2BB850, 2C0530, 0000DE, 1, 000200
A2D, 2BB930, 2C0610, 000352, 1, 001000
A2E, 2BBC88, 2C0968, 00034E, 1, 000550
A2F, 2BBFD8, 2C0CB8, 000258, 1, 000550
A30, 2BC230, 2C0F10, 000248, 1, 000550
A31, 2BC478, 2C1158, 0003CE, 1, 000AA0
A32, 2BC848, 2C1528, 0001D0, 1, 000550
A33, 2BCA18, 2C16F8, 000272, 1, 000550
A34, 2BCC90, 2C1970, 0001B0, 1, 0002B0
A35, 2BCE40, 2C1B20, 00017C, 1, 000200
A36, 2BCFC0, 2C1CA0, 00015C, 1, 000200
A37, 2BD120, 2C1E00, 000042, 1, 000200
A38, 2BD168, 2C1E48, 000072, 1, 000200
A39, 2BD1E0, 2C1EC0, 000158, 1, 0002B0
A3A, 2BD338, 2C2018, 000594, 1, 001000
A3B, 2BD8D0, 2C25B0, 00075C, 1, 001000
A3C, 2BE030, 2C2D10, 0000A2, 1, 000100
A3D, 2BE0D8, 2C2DB8, 000410, 1, 000800
A3E, 2BE4E8, 2C31C8, 000910, 1, 001000
A3F, 2BEDF8, 2C3AD8, 000B62, 1, 001000
A40, 2BF960, 2C4640, 000400, 0, 000400
A41, 2BFD60, 2C4A40, 0006F6, 1, 001000
A42, 2C0458, 2C5138, 00031E, 1, 000800
A43, 2C0778, 2C5458, 0006F6, 1, 001000
A44, 2C0E70, 2C5B50, 0000A0, 5, 001000
A45, 2C0F10, 2C5BF0, 000274, 5, 001000
A46, 2C1188, 2C5E68, 00016C, 5, 001000
A47, 2C12F8, 2C5FD8, 000092, 5, 001000
A48, 2C1390, 2C6070, 0001FE, 1, 000550
A49, 2C1590, 2C6270, 0001AC, 1, 000550
A4A, 2C1740, 2C6420, 000254, 1, 000550
A4B, 2C1998, 2C6678, 00013C, 1, 0002B0
A4C, 2C1AD8, 2C67B8, 0003E0, 1, 000550
A4D, 2C1EB8, 2C6B98, 000344, 1, 000550
A4E, 2C2200, 2C6EE0, 000304, 1, 000550
A4F, 2C2508, 2C71E8, 000CB6, 1, 001000
A50, 2C31C0, 2C7EA0, 000DB2, 1, 001000
A51, 2C3F78, 2C8C58, 00089C, 1, 001000
A52, 2C4818, 2C94F8, 000080, 0, 000080
A53, 2C4898, 2C9578, 000048, 1, 000080
A54, 2C48E0, 2C95C0, 000E56, 1, 001000
A55, 2C5738, 2CA418, 0007D8, 1, 001000
A56, 2C5F10, 2CABF0, 000D50, 1, 001000
A57, 2C6C60, 2CB940, 000D96, 1, 001000
A58, 2C79F8, 2CC6D8, 000740, 1, 001000
A59, 2C8138, 2CCE18, 000C20, 1, 001000
A5A, 2C8D58, 2CDA38, 00064C, 1, 000800
A5B, 2C93A8, 2CE088, 000722, 1, 001000
A5C, 2C9AD0, 2CE7B0, 00078A, 1, 001000
A5D, 2CA260, 2CEF40, 00098A, 1, 001000
A5E, 2CABF0, 2CF8D0, 000980, 1, 001000
A5F, 2CB570, 2D0250, 000B6A, 1, 001000
A60, 2CC0E0, 2D0DC0, 000A44, 1, 001000
A61, 2CCB28, 2D1808, 0007D4, 1, 001000
A62, 2CD300, 2D1FE0, 000898, 1, 001000
A63, 2CDB98, 2D2878, 0009BA, 1, 001000
A64, 2CE558, 2D3238, 00016A, 1, 000200
A65, 2CE6C8, 2D33A8, 000AF0, 1, 001000
A66, 2CF1B8, 2D3E98, 000078, 1, 000080
A67, 2CF230, 2D3F10, 00047A, 1, 001000
A68, 2CF6B0, 2D4390, 0005C4, 1, 001000
A69, 2CFC78, 2D4958, 00045E, 1, 000880
A6A, 2D00D8, 2D4DB8, 0006CA, 1, 000800
A6B, 2D07A8, 2D5488, 00056E, 1, 000800
A6C, 2D0D18, 2D59F8, 00065E, 1, 000800
A6D, 2D1378, 2D6058, 000624, 1, 000800
A6E, 2D19A0, 2D6680, 0004D0, 1, 000800
A6F, 2D1E70, 2D6B50, 000084, 1, 000100
A70, 2D1EF8, 2D6BD8, 00007E, 1, 000080
A71, 2D1F78, 2D6C58, 00065A, 1, 000800
A72, 2D25D8, 2D72B8, 0005EE, 1, 000800
A73, 2D2BC8, 2D78A8, 00060E, 1, 000800
A74, 2D31D8, 2D7EB8, 0000DC, 1, 000400
A75, 2D32B8, 2D7F98, 0004A8, 1, 000800
A76, 2D3760, 2D8440, 0003F0, 1, 000800
A77, 2D3B50, 2D8830, 00052C, 1, 000800
A78, 2D4080, 2D8D60, 0009F0, 1, 001000
A79, 2D4A70, 2D9750, 00077E, 1, 001000
A7A, 2D51F0, 2D9ED0, 0007A0, 1, 000AA0
A7B, 2D5990, 2DA670, 000306, 1, 000AA0
A7C, 2D5C98, 2DA978, 0008FC, 1, 000AA0
A7D, 2D6598, 2DB278, 0008CC, 1, 000AA0
A7E, 2D6E68, 2DBB48, 000850, 1, 000AA0
A7F, 2D76B8, 2DC398, 00091C, 1, 000AA0
A80, 2D7FD8, 2DCCB8, 000800, 1, 000AA0
A81, 2D87D8, 2DD4B8, 000BA0, 1, 001000
A82, 2D9378, 2DE058, 000680, 1, 000800
A83, 2D99F8, 2DE6D8, 000686, 1, 000800
A84, 2DA080, 2DED60, 000790, 1, 000800
A85, 2DA810, 2DF4F0, 000728, 1, 000800
A86, 2DAF38, 2DFC18, 00068C, 1, 000800
A87, 2DB5C8, 2E02A8, 0009EC, 1, 000AA0
A88, 2DBFB8, 2E0C98, 0009F2, 1, 001000
A89, 2DC9B0, 2E1690, 000438, 1, 000560
A8A, 2DCDE8, 2E1AC8, 00040E, 1, 000560
A8B, 2DD1F8, 2E1ED8, 000084, 5, 001000
A8C, 2DD280, 2E1F60, 0001B0, 5, 001000
A8D, 2DD430, 2E2110, 000052, 5, 001000
A8E, 2DD488, 2E2168, 0003E0, 1, 000800
A8F, 2DD868, 2E2548, 0001DC, 1, 0002E0
A90, 2DDA48, 2E2728, 0005B2, 1, 000800
A91, 2DE000, 2E2CE0, 00040E, 1, 000800
A92, 2DE410, 2E30F0, 0008D0, 1, 001000
A93, 2DECE0, 2E39C0, 000B48, 3, 001000
A94, 2DF828, 2E4508, 000BAC, 3, 001000
A95, 2E03D8, 2E50B8, 000AFE, 3, 001000
A96, 2E0ED8, 2E5BB8, 00044E, 1, 001000
A97, 2E1328, 2E6008, 000430, 1, 001000
A98, 2E1758, 2E6438, 000484, 1, 000800
A99, 2E1BE0, 2E68C0, 00047A, 1, 000800
A9A, 2E2060, 2E6D40, 0004E2, 1, 000800
A9B, 2E2548, 2E7228, 000504, 1, 000800
A9C, 2E2A50, 2E7730, 000054, 5, 001000
A9D, 2E2AA8, 2E7788, 000050, 5, 001000
A9E, 2E2AF8, 2E77D8, 000142, 5, 001000
A9F, 2E2C40, 2E7920, 000054, 5, 001000
AA0, 2E2C98, 2E7978, 000052, 5, 001000
AA1, 2E2CF0, 2E79D0, 000050, 5, 001000
AA2, 2E2D40, 2E7A20, 0000D6, 5, 001000
AA3, 2E2E18, 2E7AF8, 000054, 5, 001000
AA4, 2E2E70, 2E7B50, 000050, 5, 001000
AA5, 2E2EC0, 2E7BA0, 000050, 5, 001000
